order_id,customer_id,order_date,order_status,sales_channel
O045552,C04547,2025-12-31,Delivered,Mobile App
O045553,C13267,2025-12-26,Delivered,Mobile App
O045554,C19744,2025-02-23,Delivered,Website
O045555,C11745,2025-08-19,Delivered,Mobile App
O045556,C15219,2025-11-19,Delivered,Mobile App
O045557,C01406,2025-09-16,Shipped,Website
O045558,C15351,2024-07-07,Delivered,Mobile App
O045559,C02742,2025-06-22,Delivered,Mobile App
O045560,C12765,2025-11-17,Delivered,Marketplace
O045561,C07888,2025-02-23,Returned,Marketplace
O045562,C02635,2025-11-30,Shipped,Website
O045563,C19440,2025-05-29,Shipped,Website
O045564,C07758,2024-06-11,Delivered,Mobile App
O045565,C11756,2025-06-05,Delivered,Website
O045566,C06609,2024-08-18,Delivered,Website
O045567,C05186,2025-07-09,Delivered,Website
O045568,C12801,2025-10-06,Processing,Mobile App
O045569,C03806,2025-02-22,Delivered,Marketplace
O045570,C06458,2025-06-05,Delivered,Mobile App
O045571,C15911,2025-12-04,Delivered,Mobile App
O045572,C17987,2025-10-14,Shipped,Mobile App
O045573,C01954,2025-07-09,Delivered,Mobile App
O045574,C10784,2025-12-14,Shipped,Mobile App
O045575,C01604,2025-05-17,Delivered,Website
O045576,C15085,2025-11-09,Delivered,Website
O045577,C02666,2025-10-08,Returned,Mobile App
O045578,C12438,2025-12-26,Delivered,Mobile App
O045579,C18395,2025-05-20,Delivered,Marketplace
O045580,C09632,2025-12-29,Delivered,Website
O045581,C04985,2025-09-18,Delivered,Mobile App
O045582,C00575,2024-08-17,Cancelled,Mobile App
O045583,C15515,2025-10-29,Shipped,Mobile App
O045584,C13666,2025-07-04,Processing,Website
O045585,C17268,2025-10-26,Shipped,Mobile App
O045586,C13944,2025-06-01,Processing,Website
O045587,C12680,2025-09-23,Delivered,Mobile App
O045588,C19723,2025-06-28,Processing,Marketplace
O045589,C15607,2025-11-13,Shipped,Mobile App
O045590,C04629,2025-08-11,Shipped,Website
O045591,C15018,2025-11-15,Delivered,Website
O045592,C10985,2024-10-20,Cancelled,Mobile App
O045593,C04355,2024-11-12,Delivered,Mobile App
O045594,C19183,2024-08-20,Returned,Mobile App
O045595,C01414,2024-10-17,Delivered,Website
O045596,C06642,2025-05-04,Delivered,Mobile App
O045597,C18598,2025-07-15,Delivered,Marketplace
O045598,C05539,2025-12-15,Delivered,Website
O045599,C11908,2024-12-17,Delivered,Website
O045600,C16451,2025-09-11,Delivered,Mobile App
O045601,C10206,2025-11-12,Processing,Mobile App
O045602,C00205,2025-12-23,Delivered,Mobile App
O045603,C14439,2025-03-31,Delivered,Website
O045604,C07156,2024-10-16,Delivered,Website
O045605,C11768,2025-09-11,Shipped,Website
O045606,C06253,2025-04-20,Delivered,Website
O045607,C01001,2025-12-29,Delivered,Mobile App
O045608,C11777,2025-10-14,Delivered,Website
O045609,C02569,2024-10-21,Delivered,Website
O045610,C11490,2024-08-20,Returned,Mobile App
O045611,C10041,2025-06-15,Shipped,Website
O045612,C02854,2025-12-16,Shipped,Mobile App
O045613,C15267,2025-05-08,Delivered,Mobile App
O045614,C06211,2025-01-25,Cancelled,Website
O045615,C09445,2024-08-14,Delivered,Website
O045616,C12524,2024-09-01,Shipped,Mobile App
O045617,C15212,2025-05-11,Delivered,Website
O045618,C13734,2025-12-04,Delivered,Mobile App
O045619,C15388,2025-02-18,Delivered,Website
O045620,C14744,2025-05-01,Delivered,Website
O045621,C11576,2025-12-17,Delivered,Website
O045622,C05458,2025-06-17,Delivered,Marketplace
O045623,C09976,2025-09-18,Delivered,Mobile App
O045624,C02715,2025-12-30,Processing,Mobile App
O045625,C19179,2025-08-30,Delivered,Mobile App
O045626,C11455,2025-11-04,Delivered,Mobile App
O045627,C07422,2025-08-16,Delivered,Website
O045628,C13979,2025-12-01,Delivered,Website
O045629,C08297,2025-01-31,Delivered,Website
O045630,C03607,2025-04-20,Returned,Website
O045631,C03561,2024-04-22,Delivered,Marketplace
O045632,C09672,2025-08-17,Delivered,Mobile App
O045633,C04414,2024-11-20,Processing,Mobile App
O045634,C18536,2024-08-14,Delivered,Marketplace
O045635,C05171,2025-12-21,Delivered,Website
O045636,C05787,2025-12-22,Delivered,Mobile App
O045637,C02188,2025-10-05,Delivered,Website
O045638,C09522,2025-03-10,Delivered,Mobile App
O045639,C10425,2025-08-02,Processing,Mobile App
O045640,C17504,2025-12-13,Delivered,Website
O045641,C11186,2024-09-16,Delivered,Marketplace
O045642,C17250,2025-12-28,Delivered,Website
O045643,C08191,2025-08-16,Delivered,Website
O045644,C10603,2025-11-20,Delivered,Website
O045645,C02841,2025-03-23,Delivered,Website
O045646,C08021,2024-06-27,Delivered,Website
O045647,C04402,2025-10-15,Delivered,Marketplace
O045648,C12907,2025-12-19,Delivered,Website
O045649,C02958,2024-11-25,Delivered,Website
O045650,C02112,2024-09-27,Cancelled,Website
O045651,C02179,2024-03-15,Processing,Website
O045652,C03089,2025-09-13,Delivered,Website
O045653,C05385,2025-12-27,Delivered,Website
O045654,C02564,2025-04-28,Delivered,Mobile App
O045655,C17588,2025-11-30,Delivered,Website
O045656,C05787,2025-12-05,Delivered,Mobile App
O045657,C14822,2024-09-03,Delivered,Mobile App
O045658,C12260,2024-11-21,Delivered,Website
O045659,C04944,2024-08-04,Cancelled,Website
O045660,C05740,2025-09-03,Returned,Mobile App
O045661,C19352,2025-08-17,Delivered,Mobile App
O045662,C16381,2024-12-19,Returned,Mobile App
O045663,C19508,2025-12-06,Delivered,Website
O045664,C15596,2025-07-19,Delivered,Marketplace
O045665,C13690,2024-08-02,Delivered,Mobile App
O045666,C00895,2025-10-20,Delivered,Website
O045667,C01217,2025-08-30,Cancelled,Mobile App
O045668,C13157,2025-11-23,Delivered,Website
O045669,C16856,2025-08-31,Shipped,Mobile App
O045670,C03344,2025-08-15,Cancelled,Website
O045671,C14590,2025-12-28,Delivered,Mobile App
O045672,C02126,2025-09-30,Delivered,Mobile App
O045673,C08671,2025-11-28,Delivered,Mobile App
O045674,C01226,2025-07-28,Cancelled,Website
O045675,C12627,2025-12-15,Delivered,Marketplace
O045676,C01133,2025-10-31,Shipped,Website
O045677,C00050,2025-12-02,Delivered,Website
O045678,C07062,2025-11-22,Delivered,Mobile App
O045679,C08371,2025-11-18,Delivered,Website
O045680,C15672,2025-06-15,Processing,Website
O045681,C06078,2025-04-26,Delivered,Mobile App
O045682,C17358,2025-11-26,Delivered,Marketplace
O045683,C17134,2024-02-19,Processing,Mobile App
O045684,C13931,2025-09-30,Delivered,Marketplace
O045685,C14806,2025-11-08,Shipped,Website
O045686,C17232,2024-12-28,Delivered,Mobile App
O045687,C06477,2025-09-05,Processing,Mobile App
O045688,C19539,2025-11-16,Delivered,Mobile App
O045689,C17679,2025-12-13,Delivered,Website
O045690,C18063,2025-07-10,Processing,Website
O045691,C11811,2025-08-07,Delivered,Website
O045692,C16834,2025-10-02,Shipped,Website
O045693,C16383,2025-07-21,Delivered,Website
O045694,C05824,2025-06-12,Delivered,Mobile App
O045695,C06072,2024-05-12,Delivered,Website
O045696,C03789,2025-03-12,Shipped,Mobile App
O045697,C12374,2024-11-08,Shipped,Marketplace
O045698,C06317,2025-03-14,Delivered,Mobile App
O045699,C15314,2025-10-17,Delivered,Website
O045700,C09037,2025-12-11,Delivered,Website
O045701,C05101,2025-11-05,Delivered,Mobile App
O045702,C05046,2025-11-12,Cancelled,Mobile App
O045703,C06243,2025-09-20,Delivered,Website
O045704,C18402,2025-11-19,Delivered,Mobile App
O045705,C03273,2025-08-15,Delivered,Mobile App
O045706,C03932,2025-11-12,Delivered,Website
O045707,C13105,2025-02-09,Delivered,Mobile App
O045708,C03124,2024-11-21,Delivered,Mobile App
O045709,C03311,2024-12-27,Delivered,Mobile App
O045710,C17616,2025-02-19,Delivered,Marketplace
O045711,C17763,2025-09-02,Delivered,Mobile App
O045712,C17889,2025-08-25,Delivered,Mobile App
O045713,C13510,2025-09-28,Delivered,Website
O045714,C06618,2025-11-26,Cancelled,Website
O045715,C17498,2025-06-24,Delivered,Marketplace
O045716,C16394,2025-10-13,Processing,Website
O045717,C00735,2024-09-09,Delivered,Website
O045718,C12452,2025-10-29,Delivered,Marketplace
O045719,C03603,2025-05-12,Cancelled,Website
O045720,C16509,2025-09-15,Delivered,Website
O045721,C10036,2025-12-04,Processing,Website
O045722,C16740,2025-07-22,Delivered,Website
O045723,C06689,2025-09-12,Delivered,Mobile App
O045724,C01095,2025-10-19,Delivered,Marketplace
O045725,C04719,2025-10-20,Shipped,Marketplace
O045726,C06780,2025-12-24,Delivered,Marketplace
O045727,C17616,2025-07-16,Delivered,Website
O045728,C14833,2025-02-09,Delivered,Website
O045729,C17484,2025-12-12,Delivered,Mobile App
O045730,C12583,2025-03-14,Delivered,Website
O045731,C09072,2025-05-23,Delivered,Mobile App
O045732,C13097,2024-11-26,Delivered,Mobile App
O045733,C08325,2024-09-16,Delivered,Mobile App
O045734,C07668,2025-05-12,Processing,Website
O045735,C12224,2025-09-30,Delivered,Mobile App
O045736,C01045,2025-09-23,Delivered,Mobile App
O045737,C07096,2025-09-28,Delivered,Website
O045738,C16236,2025-08-30,Processing,Website
O045739,C07081,2025-04-14,Processing,Mobile App
O045740,C06466,2025-03-04,Delivered,Mobile App
O045741,C07089,2025-06-17,Delivered,Website
O045742,C17023,2025-07-03,Delivered,Website
O045743,C08390,2025-08-08,Delivered,Mobile App
O045744,C02581,2025-10-30,Shipped,Mobile App
O045745,C08458,2025-12-02,Delivered,Website
O045746,C06443,2025-03-15,Processing,Marketplace
O045747,C01142,2025-05-08,Delivered,Website
O045748,C19436,2025-12-04,Delivered,Website
O045749,C17841,2025-09-11,Cancelled,Website
O045750,C16830,2024-12-23,Delivered,Mobile App
O045751,C04943,2025-10-10,Returned,Website
O045752,C08494,2024-03-13,Delivered,Mobile App
O045753,C01177,2025-04-16,Delivered,Marketplace
O045754,C15078,2025-11-04,Delivered,Marketplace
O045755,C03426,2024-10-24,Delivered,Mobile App
O045756,C13597,2025-01-29,Delivered,Website
O045757,C10193,2025-12-12,Returned,Mobile App
O045758,C08163,2025-06-27,Processing,Marketplace
O045759,C15047,2025-12-10,Delivered,Website
O045760,C17179,2024-08-30,Shipped,Mobile App
O045761,C18336,2025-05-24,Delivered,Mobile App
O045762,C18505,2025-09-17,Delivered,Website
O045763,C17594,2024-12-01,Delivered,Website
O045764,C11575,2025-11-30,Delivered,Website
O045765,C13108,2025-11-19,Delivered,Website
O045766,C11920,2025-01-30,Delivered,Mobile App
O045767,C04464,2024-04-23,Delivered,Website
O045768,C17843,2024-09-30,Delivered,Marketplace
O045769,C09029,2024-10-29,Cancelled,Website
O045770,C02164,2025-11-17,Delivered,Mobile App
O045771,C08542,2025-10-01,Shipped,Marketplace
O045772,C00413,2025-06-30,Cancelled,Website
O045773,C18809,2025-01-05,Delivered,Website
O045774,C01921,2025-11-13,Delivered,Mobile App
O045775,C18522,2025-10-05,Delivered,Mobile App
O045776,C19841,2025-11-28,Cancelled,Website
O045777,C18607,2025-11-07,Delivered,Mobile App
O045778,C16106,2025-11-22,Delivered,Website
O045779,C16454,2025-11-20,Delivered,Website
O045780,C12728,2025-01-09,Cancelled,Mobile App
O045781,C04174,2025-01-11,Delivered,Mobile App
O045782,C02300,2025-05-23,Cancelled,Website
O045783,C00238,2025-05-13,Delivered,Website
O045784,C17574,2025-09-14,Delivered,Mobile App
O045785,C07397,2025-07-18,Delivered,Mobile App
O045786,C16133,2025-08-01,Delivered,Website
O045787,C00730,2025-12-26,Delivered,Website
O045788,C07952,2025-10-24,Shipped,Mobile App
O045789,C17457,2025-12-03,Delivered,Marketplace
O045790,C10589,2025-10-24,Returned,Marketplace
O045791,C13218,2025-04-19,Processing,Mobile App
O045792,C02350,2024-03-28,Delivered,Website
O045793,C12634,2025-11-08,Processing,Website
O045794,C12341,2025-01-06,Delivered,Mobile App
O045795,C00510,2025-10-10,Shipped,Marketplace
O045796,C06926,2025-07-19,Delivered,Website
O045797,C12296,2024-12-10,Delivered,Mobile App
O045798,C01532,2025-10-23,Delivered,Website
O045799,C17604,2025-11-11,Returned,Website
O045800,C01902,2025-07-10,Delivered,Website
O045801,C06141,2025-02-19,Delivered,Website
O045802,C07148,2025-10-01,Processing,Marketplace
O045803,C06564,2025-12-18,Delivered,Mobile App
O045804,C09075,2025-06-26,Delivered,Mobile App
O045805,C00031,2025-11-12,Shipped,Marketplace
O045806,C08217,2025-02-04,Delivered,Mobile App
O045807,C09079,2025-12-25,Delivered,Marketplace
O045808,C05353,2025-10-17,Delivered,Mobile App
O045809,C16982,2025-03-09,Delivered,Website
O045810,C08406,2024-10-26,Delivered,Website
O045811,C14626,2025-12-30,Delivered,Website
O045812,C17609,2025-08-23,Delivered,Marketplace
O045813,C13863,2025-12-26,Cancelled,Website
O045814,C02653,2025-11-21,Processing,Website
O045815,C03319,2025-11-15,Processing,Website
O045816,C04927,2025-07-10,Returned,Marketplace
O045817,C00776,2025-09-08,Cancelled,Mobile App
O045818,C01370,2024-03-01,Delivered,Mobile App
O045819,C14869,2025-01-30,Processing,Website
O045820,C16579,2025-12-06,Delivered,Mobile App
O045821,C09685,2025-05-10,Delivered,Mobile App
O045822,C17201,2025-09-09,Shipped,Website
O045823,C19850,2025-05-27,Delivered,Mobile App
O045824,C06992,2025-12-01,Delivered,Mobile App
O045825,C02072,2024-12-31,Delivered,Marketplace
O045826,C17708,2025-11-17,Cancelled,Mobile App
O045827,C12366,2025-04-13,Delivered,Website
O045828,C13965,2024-10-10,Delivered,Marketplace
O045829,C15970,2025-11-28,Delivered,Marketplace
O045830,C09700,2024-09-30,Returned,Website
O045831,C17828,2025-07-10,Delivered,Website
O045832,C08095,2025-06-22,Delivered,Mobile App
O045833,C05284,2024-02-07,Delivered,Mobile App
O045834,C05484,2024-03-16,Delivered,Website
O045835,C10075,2024-12-28,Delivered,Website
O045836,C04826,2025-04-10,Delivered,Website
O045837,C15002,2025-12-06,Delivered,Website
O045838,C10653,2025-06-13,Delivered,Mobile App
O045839,C03094,2025-01-13,Delivered,Website
O045840,C15691,2025-05-13,Delivered,Website
O045841,C15502,2025-05-07,Delivered,Mobile App
O045842,C13625,2024-10-03,Delivered,Mobile App
O045843,C01194,2025-08-24,Processing,Mobile App
O045844,C07439,2025-11-24,Delivered,Mobile App
O045845,C12019,2024-06-08,Delivered,Website
O045846,C12516,2024-03-24,Delivered,Website
O045847,C17554,2024-09-02,Delivered,Mobile App
O045848,C11510,2024-12-19,Delivered,Website
O045849,C02753,2025-12-22,Delivered,Mobile App
O045850,C13399,2025-03-10,Delivered,Marketplace
O045851,C05645,2025-11-15,Delivered,Website
O045852,C15681,2025-02-12,Delivered,Website
O045853,C01087,2025-12-20,Delivered,Website
O045854,C11786,2025-07-31,Returned,Mobile App
O045855,C05546,2025-12-12,Delivered,Website
O045856,C01930,2025-07-12,Delivered,Mobile App
O045857,C08246,2024-10-31,Delivered,Website
O045858,C05770,2025-09-25,Delivered,Website
O045859,C12572,2025-12-30,Delivered,Mobile App
O045860,C10993,2025-05-17,Delivered,Mobile App
O045861,C19580,2024-12-03,Shipped,Mobile App
O045862,C13945,2025-09-08,Delivered,Website
O045863,C04787,2025-08-18,Delivered,Mobile App
O045864,C14112,2025-03-28,Processing,Mobile App
O045865,C05215,2025-10-15,Delivered,Mobile App
O045866,C17283,2025-03-12,Delivered,Website
O045867,C04669,2024-12-23,Delivered,Marketplace
O045868,C19830,2024-11-09,Delivered,Website
O045869,C11323,2025-09-22,Delivered,Mobile App
O045870,C08784,2025-11-03,Delivered,Website
O045871,C12814,2024-09-28,Delivered,Marketplace
O045872,C04220,2025-02-22,Delivered,Website
O045873,C19458,2025-09-23,Delivered,Website
O045874,C09857,2025-07-24,Delivered,Website
O045875,C02598,2025-08-19,Delivered,Mobile App
O045876,C17264,2025-01-23,Delivered,Mobile App
O045877,C07365,2025-07-08,Delivered,Mobile App
O045878,C11502,2025-04-27,Returned,Mobile App
O045879,C14741,2025-10-09,Delivered,Website
O045880,C08985,2025-10-28,Delivered,Website
O045881,C01138,2024-12-06,Returned,Mobile App
O045882,C07785,2025-10-13,Delivered,Mobile App
O045883,C14684,2025-09-29,Delivered,Mobile App
O045884,C12551,2025-06-21,Processing,Website
O045885,C02421,2025-09-13,Processing,Website
O045886,C08259,2025-06-04,Processing,Website
O045887,C05509,2024-10-29,Delivered,Marketplace
O045888,C06361,2025-05-22,Cancelled,Marketplace
O045889,C17299,2025-10-21,Delivered,Website
O045890,C08597,2025-08-10,Delivered,Website
O045891,C17840,2025-09-26,Cancelled,Website
O045892,C16292,2024-10-15,Processing,Website
O045893,C19723,2025-08-22,Delivered,Website
O045894,C07685,2024-03-24,Shipped,Website
O045895,C16415,2025-02-05,Delivered,Mobile App
O045896,C17452,2025-12-01,Delivered,Mobile App
O045897,C09685,2025-08-24,Delivered,Website
O045898,C13271,2025-12-04,Returned,Marketplace
O045899,C09294,2025-04-14,Delivered,Marketplace
O045900,C07783,2024-06-04,Shipped,Website
O045901,C10227,2025-02-28,Delivered,Marketplace
O045902,C00955,2025-07-31,Delivered,Website
O045903,C09533,2025-03-01,Shipped,Website
O045904,C08778,2024-08-31,Processing,Mobile App
O045905,C10661,2025-01-13,Delivered,Website
O045906,C05382,2025-05-31,Delivered,Mobile App
O045907,C05987,2025-06-10,Processing,Mobile App
O045908,C13235,2025-08-19,Delivered,Mobile App
O045909,C08295,2025-11-13,Delivered,Marketplace
O045910,C14195,2025-12-07,Shipped,Website
O045911,C17386,2025-08-22,Delivered,Mobile App
O045912,C19342,2025-08-15,Cancelled,Mobile App
O045913,C01784,2025-01-11,Delivered,Website
O045914,C08126,2025-02-24,Shipped,Marketplace
O045915,C15998,2025-12-31,Delivered,Website
O045916,C06682,2025-11-09,Delivered,Website
O045917,C09925,2024-06-08,Returned,Mobile App
O045918,C06615,2025-03-18,Delivered,Mobile App
O045919,C08009,2025-10-21,Processing,Website
O045920,C11524,2024-08-03,Delivered,Website
O045921,C02207,2025-12-27,Delivered,Website
O045922,C08467,2025-11-19,Returned,Mobile App
O045923,C01722,2025-04-12,Processing,Mobile App
O045924,C12169,2025-02-18,Shipped,Mobile App
O045925,C02317,2025-06-04,Delivered,Mobile App
O045926,C01250,2024-06-22,Delivered,Website
O045927,C00750,2025-12-29,Shipped,Website
O045928,C06773,2025-11-30,Processing,Marketplace
O045929,C02954,2025-03-31,Delivered,Mobile App
O045930,C11724,2024-09-04,Delivered,Mobile App
O045931,C02350,2025-06-04,Delivered,Website
O045932,C18160,2025-10-03,Delivered,Mobile App
O045933,C04888,2025-08-02,Delivered,Mobile App
O045934,C12688,2025-08-13,Processing,Mobile App
O045935,C06619,2025-01-01,Returned,Website
O045936,C06959,2025-11-25,Delivered,Mobile App
O045937,C17566,2025-12-29,Delivered,Website
O045938,C01331,2025-10-21,Shipped,Mobile App
O045939,C16763,2025-07-13,Delivered,Website
O045940,C17231,2025-05-22,Processing,Mobile App
O045941,C07465,2025-05-30,Delivered,Mobile App
O045942,C05661,2025-10-23,Delivered,Website
O045943,C13763,2025-10-22,Returned,Mobile App
O045944,C01616,2025-11-16,Delivered,Website
O045945,C07437,2025-08-12,Processing,Marketplace
O045946,C04409,2024-03-26,Cancelled,Mobile App
O045947,C00629,2024-10-30,Delivered,Mobile App
O045948,C10979,2025-12-04,Delivered,Mobile App
O045949,C06978,2025-09-18,Shipped,Mobile App
O045950,C09698,2025-12-26,Delivered,Website
O045951,C00624,2025-07-04,Processing,Mobile App
O045952,C05484,2024-06-07,Delivered,Website
O045953,C07606,2025-07-09,Delivered,Mobile App
O045954,C03145,2025-04-30,Delivered,Mobile App
O045955,C10090,2025-11-24,Processing,Marketplace
O045956,C00398,2025-08-20,Delivered,Mobile App
O045957,C10256,2025-11-03,Delivered,Website
O045958,C08648,2024-04-19,Delivered,Mobile App
O045959,C09161,2025-05-30,Processing,Mobile App
O045960,C19211,2025-11-04,Delivered,Website
O045961,C15138,2025-10-11,Delivered,Website
O045962,C05513,2025-11-23,Shipped,Mobile App
O045963,C14885,2024-11-21,Delivered,Marketplace
O045964,C14239,2025-08-29,Delivered,Mobile App
O045965,C08047,2025-10-06,Delivered,Mobile App
O045966,C19096,2025-03-15,Delivered,Website
O045967,C00992,2025-05-10,Delivered,Website
O045968,C18909,2025-08-01,Processing,Marketplace
O045969,C16689,2025-04-15,Processing,Mobile App
O045970,C19726,2025-07-16,Shipped,Website
O045971,C01919,2025-10-16,Delivered,Website
O045972,C16746,2025-08-24,Delivered,Website
O045973,C14349,2025-07-09,Delivered,Mobile App
O045974,C07623,2025-10-21,Delivered,Marketplace
O045975,C03317,2024-12-02,Delivered,Website
O045976,C10203,2025-11-07,Shipped,Website
O045977,C04003,2025-01-06,Processing,Mobile App
O045978,C09357,2024-08-16,Delivered,Mobile App
O045979,C19746,2025-06-08,Delivered,Website
O045980,C15580,2025-11-22,Delivered,Marketplace
O045981,C18334,2025-03-17,Delivered,Marketplace
O045982,C15143,2025-07-09,Delivered,Website
O045983,C09571,2025-12-08,Processing,Website
O045984,C01693,2025-10-31,Delivered,Website
O045985,C12607,2025-11-16,Delivered,Mobile App
O045986,C00105,2025-11-07,Delivered,Marketplace
O045987,C00592,2025-10-27,Delivered,Mobile App
O045988,C07856,2025-06-27,Delivered,Website
O045989,C03472,2025-12-24,Delivered,Mobile App
O045990,C11014,2024-11-22,Delivered,Mobile App
O045991,C04573,2025-06-10,Delivered,Mobile App
O045992,C13765,2025-02-20,Shipped,Marketplace
O045993,C08533,2025-01-24,Shipped,Website
O045994,C09403,2025-10-03,Delivered,Mobile App
O045995,C17454,2025-10-18,Delivered,Marketplace
O045996,C03679,2025-11-22,Delivered,Mobile App
O045997,C11067,2025-09-06,Delivered,Marketplace
O045998,C11418,2025-12-29,Delivered,Mobile App
O045999,C19417,2025-01-27,Shipped,Mobile App
O046000,C06083,2025-11-06,Delivered,Mobile App
O046001,C17025,2025-04-01,Shipped,Website
O046002,C09660,2025-08-17,Delivered,Website
O046003,C09202,2025-09-11,Processing,Website
O046004,C02904,2025-12-12,Delivered,Website
O046005,C14201,2025-12-27,Delivered,Mobile App
O046006,C14199,2025-07-25,Delivered,Website
O046007,C07770,2025-11-09,Returned,Website
O046008,C04963,2025-12-04,Delivered,Website
O046009,C00819,2025-11-27,Delivered,Mobile App
O046010,C14378,2025-12-28,Delivered,Mobile App
O046011,C00707,2025-10-13,Delivered,Mobile App
O046012,C01709,2025-06-05,Delivered,Website
O046013,C04096,2025-05-28,Shipped,Mobile App
O046014,C09614,2025-12-15,Cancelled,Website
O046015,C18209,2025-12-28,Delivered,Website
O046016,C17552,2024-03-12,Shipped,Mobile App
O046017,C08509,2025-11-29,Delivered,Website
O046018,C01073,2025-07-15,Delivered,Website
O046019,C11191,2025-03-10,Returned,Website
O046020,C03821,2025-08-03,Delivered,Website
O046021,C10674,2024-06-17,Delivered,Website
O046022,C04835,2025-06-16,Processing,Mobile App
O046023,C19214,2024-07-20,Delivered,Mobile App
O046024,C17280,2025-12-25,Delivered,Mobile App
O046025,C18026,2025-08-24,Delivered,Mobile App
O046026,C18847,2025-12-18,Delivered,Website
O046027,C08879,2025-04-16,Delivered,Website
O046028,C05657,2024-10-15,Delivered,Mobile App
O046029,C09014,2025-11-29,Delivered,Mobile App
O046030,C01120,2025-08-15,Processing,Website
O046031,C09871,2025-06-15,Processing,Mobile App
O046032,C17848,2025-12-29,Delivered,Website
O046033,C18462,2025-02-04,Delivered,Mobile App
O046034,C02450,2024-12-27,Delivered,Website
O046035,C09382,2024-06-29,Delivered,Marketplace
O046036,C08936,2025-08-13,Processing,Website
O046037,C03599,2025-11-24,Delivered,Website
O046038,C11968,2025-04-26,Delivered,Mobile App
O046039,C03298,2025-05-29,Delivered,Website
O046040,C06060,2025-12-28,Delivered,Website
O046041,C16753,2024-12-03,Processing,Mobile App
O046042,C00387,2025-11-30,Delivered,Marketplace
O046043,C13105,2024-12-14,Delivered,Website
O046044,C03417,2025-08-05,Delivered,Website
O046045,C17708,2025-04-01,Delivered,Website
O046046,C16000,2025-05-15,Delivered,Mobile App
O046047,C09482,2024-06-17,Delivered,Mobile App
O046048,C11685,2025-07-17,Delivered,Website
O046049,C13595,2025-11-23,Shipped,Mobile App
O046050,C05042,2024-05-04,Processing,Mobile App
O046051,C01593,2024-11-22,Delivered,Website
O046052,C11397,2025-12-10,Delivered,Mobile App
O046053,C03325,2025-07-10,Delivered,Mobile App
O046054,C18162,2025-05-20,Cancelled,Website
O046055,C11959,2025-03-24,Delivered,Website
O046056,C16319,2025-10-16,Delivered,Mobile App
O046057,C18040,2025-02-22,Delivered,Marketplace
O046058,C02301,2025-10-22,Processing,Marketplace
O046059,C10649,2025-08-16,Delivered,Marketplace
O046060,C19599,2025-01-27,Delivered,Marketplace
O046061,C17064,2025-12-23,Delivered,Website
O046062,C16745,2024-05-25,Delivered,Website
O046063,C05342,2025-04-17,Returned,Mobile App
O046064,C02031,2025-12-04,Returned,Marketplace
O046065,C12007,2024-06-19,Delivered,Website
O046066,C01819,2025-10-15,Delivered,Mobile App
O046067,C01180,2025-01-30,Delivered,Website
O046068,C05688,2024-11-27,Delivered,Mobile App
O046069,C19512,2025-09-15,Delivered,Website
O046070,C17208,2025-11-16,Returned,Marketplace
O046071,C18583,2025-09-22,Delivered,Mobile App
O046072,C16679,2025-01-29,Shipped,Website
O046073,C04925,2025-04-26,Processing,Mobile App
O046074,C11534,2025-08-15,Shipped,Website
O046075,C15615,2025-03-25,Delivered,Website
O046076,C01103,2025-11-18,Delivered,Mobile App
O046077,C04612,2025-03-13,Returned,Website
O046078,C04025,2024-06-17,Delivered,Website
O046079,C02999,2025-12-06,Shipped,Marketplace
O046080,C15491,2025-04-04,Delivered,Mobile App
O046081,C03489,2025-03-06,Delivered,Marketplace
O046082,C05561,2025-12-18,Processing,Website
O046083,C15425,2025-12-28,Processing,Mobile App
O046084,C09019,2024-12-18,Shipped,Website
O046085,C08733,2025-01-18,Cancelled,Website
O046086,C00351,2025-09-16,Delivered,Website
O046087,C00766,2024-08-10,Delivered,Mobile App
O046088,C18852,2025-10-31,Delivered,Mobile App
O046089,C17711,2025-11-28,Delivered,Website
O046090,C01807,2025-07-05,Delivered,Website
O046091,C01167,2025-09-01,Delivered,Website
O046092,C11129,2025-12-02,Delivered,Website
O046093,C19442,2025-12-08,Returned,Mobile App
O046094,C13510,2025-12-01,Delivered,Mobile App
O046095,C11023,2025-12-08,Delivered,Mobile App
O046096,C03150,2025-05-28,Processing,Mobile App
O046097,C00970,2025-12-26,Cancelled,Website
O046098,C09964,2025-11-26,Shipped,Website
O046099,C10634,2025-12-27,Delivered,Website
O046100,C11329,2025-12-21,Delivered,Mobile App
O046101,C19491,2025-11-29,Delivered,Mobile App
O046102,C04552,2025-11-08,Delivered,Marketplace
O046103,C04690,2025-06-16,Delivered,Marketplace
O046104,C12328,2025-06-10,Delivered,Marketplace
O046105,C15272,2025-10-16,Delivered,Website
O046106,C09636,2025-03-30,Processing,Website
O046107,C05473,2025-05-05,Shipped,Mobile App
O046108,C08049,2025-11-18,Shipped,Website
O046109,C07608,2025-12-16,Returned,Mobile App
O046110,C19173,2025-09-03,Delivered,Website
O046111,C06817,2025-04-30,Delivered,Website
O046112,C10683,2025-01-06,Delivered,Website
O046113,C14510,2024-07-31,Delivered,Mobile App
O046114,C04445,2025-04-28,Delivered,Marketplace
O046115,C17809,2024-11-23,Delivered,Marketplace
O046116,C12449,2025-11-12,Processing,Mobile App
O046117,C12527,2025-05-19,Delivered,Mobile App
O046118,C19549,2024-10-29,Delivered,Website
O046119,C17613,2025-08-25,Delivered,Marketplace
O046120,C02860,2025-10-17,Delivered,Website
