customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,customer_segment
C08741,14,4,255114.5,5,2,3,10,Loyal Customers
C13966,112,6,255110.0,2,3,3,8,Potential Customers
C00452,46,6,255084.0,3,3,3,9,Potential Customers
C04962,14,7,255074.0,5,4,3,12,Loyal Customers
C16200,112,7,255068.5,2,4,3,9,Potential Customers
C10040,15,8,255043.0,5,4,3,12,Loyal Customers
C17551,28,7,255035.0,4,4,3,11,Loyal Customers
C01471,25,2,255012.0,4,1,3,8,Potential Customers
C08695,37,9,255005.5,4,5,3,12,Loyal Customers
C17026,296,6,254967.0,1,3,3,7,Potential Customers
C10424,13,5,254963.0,5,3,3,11,Loyal Customers
C02361,251,5,254960.5,1,3,3,7,Potential Customers
C07284,363,6,254957.5,1,3,3,7,Potential Customers
C06490,611,1,254950.0,1,1,3,5,At Risk
C14089,10,6,254948.5,5,3,3,11,Loyal Customers
C07168,1,5,254908.5,5,3,3,11,Loyal Customers
C15491,15,6,254887.0,5,3,3,11,Loyal Customers
C17108,3,6,254878.5,5,3,3,11,Loyal Customers
C02451,176,4,254814.0,2,2,3,7,Potential Customers
C08515,12,5,254794.5,5,3,3,11,Loyal Customers
C10728,12,8,254792.5,5,4,3,12,Loyal Customers
C04329,5,6,254775.5,5,3,3,11,Loyal Customers
C10653,33,5,254654.5,4,3,3,10,Loyal Customers
C00906,115,3,254632.0,2,1,3,6,At Risk
C13631,25,7,254549.5,4,4,3,11,Loyal Customers
C12269,18,4,254548.5,4,2,3,9,Potential Customers
C12229,14,7,254543.0,5,4,3,12,Loyal Customers
C06711,30,7,254504.0,4,4,3,11,Loyal Customers
C04627,467,1,254498.5,1,1,3,5,At Risk
C13641,107,6,254452.5,2,3,3,8,Potential Customers
C09716,45,4,254449.0,3,2,3,8,Potential Customers
C04593,39,6,254403.0,4,3,3,10,Loyal Customers
C10839,14,7,254389.0,5,4,3,12,Loyal Customers
C10396,2,6,254364.0,5,3,3,11,Loyal Customers
C19012,89,6,254345.0,2,3,3,8,Potential Customers
C16885,7,4,254309.0,5,2,3,10,Loyal Customers
C10699,24,3,254295.5,4,1,3,8,Potential Customers
C16348,58,6,254273.0,3,3,3,9,Potential Customers
C18077,166,7,254269.0,2,4,3,9,Potential Customers
C01591,25,5,254268.0,4,3,3,10,Loyal Customers
C17680,94,5,254241.5,2,3,3,8,Potential Customers
C03776,64,4,254238.5,3,2,3,8,Potential Customers
C14244,3,4,254225.0,5,2,3,10,Loyal Customers
C10249,413,5,254223.0,1,3,3,7,Potential Customers
C08057,4,7,254208.5,5,4,3,12,Loyal Customers
C15677,16,4,254197.0,5,2,3,10,Loyal Customers
C12470,35,6,254196.0,4,3,3,10,Loyal Customers
C12601,35,5,254081.0,4,3,3,10,Loyal Customers
C09539,62,6,254045.5,3,3,3,9,Potential Customers
C03691,213,6,254024.0,1,3,3,7,Potential Customers
C06138,40,7,254020.0,3,4,3,10,Loyal Customers
C08947,74,5,253967.0,3,3,3,9,Potential Customers
C18487,17,3,253956.5,5,1,3,9,Potential Customers
C08877,19,8,253882.5,4,4,3,11,Loyal Customers
C10678,192,5,253868.5,1,3,3,7,Potential Customers
C11125,101,3,253768.5,2,1,3,6,At Risk
C14135,3,7,253768.5,5,4,3,12,Loyal Customers
C06619,356,4,253756.0,1,2,3,6,At Risk
C06910,91,6,253725.5,2,3,3,8,Potential Customers
C11724,3,6,253712.5,5,3,3,11,Loyal Customers
C14113,100,4,253677.5,2,2,3,7,Potential Customers
C12566,71,4,253672.5,3,2,3,8,Potential Customers
C16925,6,6,253637.0,5,3,3,11,Loyal Customers
C09214,285,4,253624.5,1,2,3,6,At Risk
C02085,2,4,253541.5,5,2,3,10,Loyal Customers
C13687,159,8,253532.5,2,4,3,9,Potential Customers
C15084,214,4,253489.5,1,2,3,6,At Risk
C19125,53,5,253408.0,3,3,3,9,Potential Customers
C05471,40,7,253381.0,3,4,3,10,Loyal Customers
C09944,125,6,253367.5,2,3,3,8,Potential Customers
C06777,130,4,253336.0,2,2,3,7,Potential Customers
C11189,17,7,253286.0,5,4,3,12,Loyal Customers
C02251,1,8,253240.5,5,4,3,12,Loyal Customers
C04221,34,5,253219.5,4,3,3,10,Loyal Customers
C08956,11,4,253196.5,5,2,3,10,Loyal Customers
C07600,114,4,253165.0,2,2,3,7,Potential Customers
C09401,75,5,253076.5,3,3,3,9,Potential Customers
C15890,4,5,252992.5,5,3,3,11,Loyal Customers
C14589,32,5,252978.0,4,3,3,10,Loyal Customers
C02650,25,7,252970.5,4,4,3,11,Loyal Customers
C14576,60,4,252955.0,3,2,3,8,Potential Customers
C00221,15,3,252947.5,5,1,3,9,Potential Customers
C16017,75,5,252931.5,3,3,3,9,Potential Customers
C11696,29,6,252915.5,4,3,3,10,Loyal Customers
C08558,8,5,252909.0,5,3,3,11,Loyal Customers
C02485,15,6,252895.0,5,3,3,11,Loyal Customers
C16817,47,4,252887.0,3,2,3,8,Potential Customers
C12970,118,8,252882.0,2,4,3,9,Potential Customers
C01385,4,5,252876.5,5,3,3,11,Loyal Customers
C12006,1,6,252831.0,5,3,3,11,Loyal Customers
C10402,73,6,252768.0,3,3,3,9,Potential Customers
C01244,5,3,252764.5,5,1,3,9,Potential Customers
C10690,23,8,252741.0,4,4,3,11,Loyal Customers
C18666,15,3,252698.5,5,1,3,9,Potential Customers
C16444,8,6,252683.0,5,3,3,11,Loyal Customers
C02994,1,8,252679.0,5,4,3,12,Loyal Customers
C12901,21,6,252675.5,4,3,3,10,Loyal Customers
C14988,2,6,252655.0,5,3,3,11,Loyal Customers
C13811,225,4,252653.5,1,2,3,6,At Risk
C10381,7,7,252517.5,5,4,3,12,Loyal Customers
C07649,196,3,252440.0,1,1,3,5,At Risk
C15093,163,5,252434.0,2,3,3,8,Potential Customers
C13135,1,8,252392.0,5,4,3,12,Loyal Customers
C08152,2,8,252378.5,5,4,3,12,Loyal Customers
C07273,58,7,252369.5,3,4,3,10,Loyal Customers
C17886,71,6,252361.5,3,3,3,9,Potential Customers
C09900,178,5,252360.0,2,3,3,8,Potential Customers
C08504,101,2,252349.0,2,1,3,6,At Risk
C02647,13,6,252318.5,5,3,3,11,Loyal Customers
C02517,39,5,252311.0,4,3,3,10,Loyal Customers
C11197,10,5,252306.5,5,3,3,11,Loyal Customers
C07032,241,4,252306.0,1,2,3,6,At Risk
C11880,269,6,252282.5,1,3,3,7,Potential Customers
C17642,117,7,252281.5,2,4,3,9,Potential Customers
C13143,26,5,252273.5,4,3,3,10,Loyal Customers
C05943,39,5,252250.5,4,3,3,10,Loyal Customers
C19092,205,3,252249.5,1,1,3,5,At Risk
C14907,2,5,252165.0,5,3,3,11,Loyal Customers
C04319,19,5,252117.5,4,3,3,10,Loyal Customers
C10592,11,2,252033.5,5,1,3,9,Potential Customers
C03665,2,7,252025.5,5,4,3,12,Loyal Customers
C04509,66,6,252024.0,3,3,3,9,Potential Customers
C09736,172,3,252021.0,2,1,3,6,At Risk
C18386,21,4,252015.5,4,2,3,9,Potential Customers
C14201,4,7,251998.0,5,4,3,12,Loyal Customers
C00882,11,6,251996.5,5,3,3,11,Loyal Customers
C04946,55,4,251963.0,3,2,3,8,Potential Customers
C08569,41,3,251928.5,3,1,3,7,Potential Customers
C09958,14,8,251922.5,5,4,3,12,Loyal Customers
C11218,33,4,251914.5,4,2,3,9,Potential Customers
C06688,197,4,251889.5,1,2,3,6,At Risk
C02176,113,7,251889.5,2,4,3,9,Potential Customers
C07059,132,7,251840.5,2,4,3,9,Potential Customers
C14249,59,3,251838.0,3,1,3,7,Potential Customers
C12002,13,8,251804.5,5,4,3,12,Loyal Customers
C06878,80,6,251801.0,2,3,3,8,Potential Customers
C11809,5,7,251799.0,5,4,3,12,Loyal Customers
C17294,4,4,251772.5,5,2,3,10,Loyal Customers
C03331,228,4,251760.5,1,2,3,6,At Risk
C16230,3,8,251757.5,5,4,3,12,Loyal Customers
C01809,143,4,251740.0,2,2,3,7,Potential Customers
C16544,105,5,251649.0,2,3,3,8,Potential Customers
C09573,93,5,251645.5,2,3,3,8,Potential Customers
C06055,7,9,251637.0,5,5,3,13,Champions
C11436,115,3,251623.5,2,1,3,6,At Risk
C18930,39,7,251614.0,4,4,3,11,Loyal Customers
C14937,34,8,251603.0,4,4,3,11,Loyal Customers
C19826,2,6,251551.5,5,3,3,11,Loyal Customers
C08100,11,4,251529.0,5,2,3,10,Loyal Customers
C11764,29,4,251517.0,4,2,3,9,Potential Customers
C13056,91,5,251491.0,2,3,3,8,Potential Customers
C04057,16,5,251378.5,5,3,3,11,Loyal Customers
C05828,6,1,251372.0,5,1,3,9,Potential Customers
C06482,17,4,251371.5,5,2,3,10,Loyal Customers
C15302,14,7,251352.5,5,4,3,12,Loyal Customers
C16691,455,4,251351.0,1,2,3,6,At Risk
C14446,9,4,251296.0,5,2,3,10,Loyal Customers
C03923,94,4,251271.0,2,2,3,7,Potential Customers
C00163,164,5,251270.5,2,3,3,8,Potential Customers
C19792,53,4,251264.0,3,2,3,8,Potential Customers
C08908,62,7,251091.0,3,4,3,10,Loyal Customers
C05602,43,9,251080.5,3,5,3,11,Loyal Customers
C19107,19,4,251067.5,4,2,3,9,Potential Customers
C19798,35,6,250983.5,4,3,3,10,Loyal Customers
C01653,296,3,250964.0,1,1,3,5,At Risk
C07596,24,5,250952.0,4,3,3,10,Loyal Customers
C00677,147,5,250950.0,2,3,3,8,Potential Customers
C17628,32,6,250949.5,4,3,3,10,Loyal Customers
C01785,6,5,250937.0,5,3,3,11,Loyal Customers
C12656,8,4,250931.0,5,2,3,10,Loyal Customers
C00027,2,6,250931.0,5,3,3,11,Loyal Customers
C12690,2,4,250928.5,5,2,3,10,Loyal Customers
C02832,141,7,250917.5,2,4,3,9,Potential Customers
C11646,15,7,250903.5,5,4,3,12,Loyal Customers
C06880,190,4,250901.0,1,2,3,6,At Risk
C02664,215,2,250896.0,1,1,3,5,At Risk
C06441,14,7,250855.5,5,4,3,12,Loyal Customers
C10590,191,3,250835.5,1,1,3,5,At Risk
C01221,39,7,250824.5,4,4,3,11,Loyal Customers
C19908,128,6,250781.5,2,3,3,8,Potential Customers
C18540,27,3,250706.5,4,1,3,8,Potential Customers
C17422,282,2,250608.5,1,1,3,5,At Risk
C13244,19,6,250596.0,4,3,3,10,Loyal Customers
C02567,16,5,250595.5,5,3,3,11,Loyal Customers
C00708,282,3,250507.0,1,1,3,5,At Risk
C17911,2,3,250498.5,5,1,3,9,Potential Customers
C17223,13,5,250475.5,5,3,3,11,Loyal Customers
C17773,31,2,250472.5,4,1,3,8,Potential Customers
C13655,47,7,250460.5,3,4,3,10,Loyal Customers
C12516,60,6,250431.0,3,3,3,9,Potential Customers
C10669,44,6,250391.5,3,3,3,9,Potential Customers
C01915,64,5,250390.5,3,3,3,9,Potential Customers
C16800,5,3,250336.0,5,1,3,9,Potential Customers
C05782,193,5,250303.5,1,3,3,7,Potential Customers
C03993,48,5,250275.5,3,3,3,9,Potential Customers
C01065,172,2,250253.5,2,1,3,6,At Risk
C14526,165,6,250236.0,2,3,3,8,Potential Customers
C17515,32,4,250219.5,4,2,3,9,Potential Customers
C01411,5,6,250171.5,5,3,3,11,Loyal Customers
C16543,2,5,250155.5,5,3,3,11,Loyal Customers
C00601,32,4,250130.0,4,2,3,9,Potential Customers
C03893,22,7,250124.0,4,4,3,11,Loyal Customers
C12888,48,8,250116.0,3,4,3,10,Loyal Customers
C11649,20,6,250085.5,4,3,3,10,Loyal Customers
C05880,1,7,250066.5,5,4,3,12,Loyal Customers
C11860,39,2,250055.0,4,1,3,8,Potential Customers
C11524,208,4,250054.0,1,2,3,6,At Risk
C18552,42,6,250023.0,3,3,3,9,Potential Customers
C11606,2,7,250003.0,5,4,3,12,Loyal Customers
C02388,14,5,249993.5,5,3,3,11,Loyal Customers
C17555,60,5,249985.0,3,3,3,9,Potential Customers
C11083,8,4,249976.5,5,2,3,10,Loyal Customers
C10078,213,2,249957.0,1,1,3,5,At Risk
C19675,213,6,249940.0,1,3,3,7,Potential Customers
C08367,189,5,249892.5,1,3,3,7,Potential Customers
C18661,19,3,249856.5,4,1,3,8,Potential Customers
C04129,86,8,249827.0,2,4,3,9,Potential Customers
C13613,108,4,249818.0,2,2,3,7,Potential Customers
C09106,55,6,249811.0,3,3,3,9,Potential Customers
C14114,45,4,249798.5,3,2,3,8,Potential Customers
C08413,304,5,249771.0,1,3,3,7,Potential Customers
C15665,10,5,249755.5,5,3,3,11,Loyal Customers
C08588,126,5,249684.5,2,3,3,8,Potential Customers
C10995,7,5,249678.0,5,3,3,11,Loyal Customers
C16399,159,9,249677.5,2,5,3,10,Loyal Customers
C18307,3,10,249672.5,5,5,3,13,Champions
C11608,20,8,249664.0,4,4,3,11,Loyal Customers
C08897,39,3,249655.0,4,1,3,8,Potential Customers
C07407,109,9,249619.5,2,5,3,10,Loyal Customers
C16715,105,5,249571.5,2,3,3,8,Potential Customers
C00999,115,6,249546.0,2,3,3,8,Potential Customers
C06031,23,5,249544.0,4,3,3,10,Loyal Customers
C09678,29,6,249493.0,4,3,3,10,Loyal Customers
C02621,6,6,249489.0,5,3,3,11,Loyal Customers
C18993,17,6,249486.5,5,3,3,11,Loyal Customers
C16939,30,6,249466.0,4,3,3,10,Loyal Customers
C17756,137,3,249457.5,2,1,3,6,At Risk
C10179,31,5,249415.5,4,3,3,10,Loyal Customers
C09448,85,7,249388.0,2,4,3,9,Potential Customers
C13762,7,7,249340.0,5,4,3,12,Loyal Customers
C04781,155,8,249328.5,2,4,3,9,Potential Customers
C00530,140,4,249319.5,2,2,3,7,Potential Customers
C19834,8,9,249302.5,5,5,3,13,Champions
C15336,218,3,249301.0,1,1,3,5,At Risk
C00495,395,4,249291.5,1,2,3,6,At Risk
C03684,96,6,249287.0,2,3,3,8,Potential Customers
C15563,60,2,249285.5,3,1,3,7,Potential Customers
C05408,68,3,249266.5,3,1,3,7,Potential Customers
C12993,20,7,249260.5,4,4,3,11,Loyal Customers
C09049,112,5,249244.5,2,3,3,8,Potential Customers
C04708,5,3,249179.5,5,1,3,9,Potential Customers
C00446,74,4,249149.0,3,2,3,8,Potential Customers
C00570,13,4,249128.0,5,2,3,10,Loyal Customers
C08469,6,5,249071.5,5,3,3,11,Loyal Customers
C18805,53,8,249071.0,3,4,3,10,Loyal Customers
C15572,1,8,249013.0,5,4,3,12,Loyal Customers
C04824,86,4,249002.0,2,2,3,7,Potential Customers
C11497,5,7,248983.5,5,4,3,12,Loyal Customers
C12388,8,4,248913.5,5,2,3,10,Loyal Customers
C01500,189,1,248893.0,1,1,3,5,At Risk
C04430,65,5,248883.5,3,3,3,9,Potential Customers
C09222,136,9,248860.0,2,5,3,10,Loyal Customers
C04415,11,8,248833.0,5,4,3,12,Loyal Customers
C06315,59,6,248796.0,3,3,3,9,Potential Customers
C11406,54,5,248788.5,3,3,3,9,Potential Customers
C02985,13,7,248784.5,5,4,3,12,Loyal Customers
C16648,151,5,248754.5,2,3,3,8,Potential Customers
C12891,185,3,248705.0,1,1,3,5,At Risk
C04363,49,5,248645.5,3,3,3,9,Potential Customers
C19801,12,4,248636.0,5,2,3,10,Loyal Customers
C10720,117,4,248624.5,2,2,3,7,Potential Customers
C04574,17,6,248588.0,5,3,3,11,Loyal Customers
C01231,154,4,248561.0,2,2,3,7,Potential Customers
C03784,4,6,248545.5,5,3,3,11,Loyal Customers
C00536,83,5,248540.5,2,3,3,8,Potential Customers
C06831,117,5,248531.0,2,3,3,8,Potential Customers
C15012,67,5,248531.0,3,3,3,9,Potential Customers
C18561,43,4,248507.0,3,2,3,8,Potential Customers
C17027,27,3,248450.5,4,1,3,8,Potential Customers
C10155,102,4,248419.5,2,2,3,7,Potential Customers
C15921,33,11,248406.5,4,5,3,12,Loyal Customers
C14631,79,5,248403.0,3,3,3,9,Potential Customers
C12550,49,7,248344.5,3,4,3,10,Loyal Customers
C11233,2,6,248341.5,5,3,3,11,Loyal Customers
C00125,8,4,248320.0,5,2,3,10,Loyal Customers
C00399,75,5,248244.0,3,3,3,9,Potential Customers
C11830,102,3,248204.5,2,1,3,6,At Risk
C18208,33,5,248169.0,4,3,3,10,Loyal Customers
C04096,73,6,248149.0,3,3,3,9,Potential Customers
C01921,11,5,248139.0,5,3,3,11,Loyal Customers
C04616,8,6,248108.0,5,3,3,11,Loyal Customers
C11512,151,7,248103.0,2,4,3,9,Potential Customers
C03675,3,5,248092.5,5,3,3,11,Loyal Customers
C04675,39,6,248054.0,4,3,3,10,Loyal Customers
C02640,209,4,248025.0,1,2,3,6,At Risk
C12451,200,4,248000.0,1,2,3,6,At Risk
C17604,2,6,247948.0,5,3,3,11,Loyal Customers
C04791,9,7,247942.0,5,4,3,12,Loyal Customers
C07086,140,3,247939.5,2,1,3,6,At Risk
C04550,138,4,247933.5,2,2,3,7,Potential Customers
C00969,126,2,247932.0,2,1,3,6,At Risk
C11557,14,5,247880.0,5,3,3,11,Loyal Customers
C01404,101,3,247853.5,2,1,3,6,At Risk
C13663,4,4,247846.5,5,2,3,10,Loyal Customers
C11640,189,4,247843.5,1,2,3,6,At Risk
C01291,54,3,247822.0,3,1,3,7,Potential Customers
C12390,40,5,247821.0,3,3,3,9,Potential Customers
C10992,3,4,247798.0,5,2,3,10,Loyal Customers
C10778,57,5,247754.5,3,3,3,9,Potential Customers
C05469,87,6,247741.0,2,3,3,8,Potential Customers
C18829,353,3,247726.0,1,1,3,5,At Risk
C15313,62,6,247709.0,3,3,3,9,Potential Customers
C17274,40,2,247697.5,3,1,3,7,Potential Customers
C11430,73,4,247686.5,3,2,3,8,Potential Customers
C02083,60,3,247675.5,3,1,3,7,Potential Customers
C09978,21,7,247670.0,4,4,3,11,Loyal Customers
C01895,97,4,247649.0,2,2,3,7,Potential Customers
C14021,156,5,247603.5,2,3,3,8,Potential Customers
C10025,22,6,247591.0,4,3,3,10,Loyal Customers
C01738,79,6,247590.5,3,3,3,9,Potential Customers
C09530,28,4,247457.0,4,2,3,9,Potential Customers
C13847,71,7,247451.0,3,4,3,10,Loyal Customers
C02367,67,4,247442.5,3,2,3,8,Potential Customers
C11956,184,5,247436.5,1,3,3,7,Potential Customers
C00572,40,4,247429.5,3,2,3,8,Potential Customers
C03424,214,2,247420.0,1,1,3,5,At Risk
C16682,4,7,247415.5,5,4,3,12,Loyal Customers
C10977,305,3,247409.5,1,1,3,5,At Risk
C14964,140,3,247407.5,2,1,3,6,At Risk
C17459,10,5,247391.5,5,3,3,11,Loyal Customers
C08339,98,5,247379.0,2,3,3,8,Potential Customers
C01272,12,8,247347.5,5,4,3,12,Loyal Customers
C09832,9,4,247230.0,5,2,3,10,Loyal Customers
C03341,3,4,247224.5,5,2,3,10,Loyal Customers
C11739,36,4,247210.0,4,2,3,9,Potential Customers
C04713,3,4,247195.0,5,2,3,10,Loyal Customers
C10820,5,5,247164.5,5,3,3,11,Loyal Customers
C10741,5,6,247161.5,5,3,3,11,Loyal Customers
C12038,11,6,247154.0,5,3,3,11,Loyal Customers
C00081,41,6,247132.0,3,3,3,9,Potential Customers
C01174,77,5,247105.5,3,3,3,9,Potential Customers
C14820,189,5,247092.5,1,3,3,7,Potential Customers
C15443,13,7,247083.0,5,4,3,12,Loyal Customers
C02243,11,7,247071.5,5,4,3,12,Loyal Customers
C05714,154,3,247057.5,2,1,3,6,At Risk
C05146,230,4,246963.0,1,2,3,6,At Risk
C03220,102,5,246941.0,2,3,3,8,Potential Customers
C09188,8,4,246909.0,5,2,3,10,Loyal Customers
C07439,21,5,246894.5,4,3,3,10,Loyal Customers
C02527,100,4,246855.0,2,2,3,7,Potential Customers
C04362,8,5,246758.5,5,3,3,11,Loyal Customers
C13161,118,5,246745.5,2,3,3,8,Potential Customers
C12020,5,5,246741.5,5,3,3,11,Loyal Customers
C15514,9,5,246729.0,5,3,3,11,Loyal Customers
C16503,88,6,246710.0,2,3,3,8,Potential Customers
C16999,35,5,246675.5,4,3,3,10,Loyal Customers
C09151,8,8,246667.5,5,4,3,12,Loyal Customers
C03975,90,4,246638.5,2,2,3,7,Potential Customers
C11105,94,4,246581.5,2,2,3,7,Potential Customers
C11933,34,6,246573.5,4,3,3,10,Loyal Customers
C16349,26,5,246534.5,4,3,3,10,Loyal Customers
C15885,64,7,246531.5,3,4,3,10,Loyal Customers
C11861,53,7,246498.5,3,4,3,10,Loyal Customers
C08252,22,5,246494.5,4,3,3,10,Loyal Customers
C05370,6,4,246484.0,5,2,3,10,Loyal Customers
C13705,2,6,246481.0,5,3,3,11,Loyal Customers
C12063,97,3,246468.5,2,1,3,6,At Risk
C06052,31,6,246455.0,4,3,3,10,Loyal Customers
C16341,5,5,246426.5,5,3,3,11,Loyal Customers
C18356,100,4,246423.5,2,2,3,7,Potential Customers
C04115,20,6,246377.0,4,3,3,10,Loyal Customers
C08437,319,3,246372.0,1,1,3,5,At Risk
C01804,9,8,246364.5,5,4,3,12,Loyal Customers
C14494,89,9,246356.5,2,5,3,10,Loyal Customers
C07759,34,5,246343.5,4,3,3,10,Loyal Customers
C08949,4,5,246335.5,5,3,3,11,Loyal Customers
C19189,73,4,246320.5,3,2,3,8,Potential Customers
C01108,17,6,246293.5,5,3,3,11,Loyal Customers
C15771,1,7,246213.0,5,4,3,12,Loyal Customers
C05324,113,4,246179.0,2,2,3,7,Potential Customers
C07980,94,3,246153.5,2,1,3,6,At Risk
C12775,204,4,246111.5,1,2,3,6,At Risk
C05054,263,3,246081.5,1,1,3,5,At Risk
C09324,46,5,246075.5,3,3,3,9,Potential Customers
C13876,17,7,246042.5,5,4,3,12,Loyal Customers
C17255,149,6,246022.5,2,3,3,8,Potential Customers
C12455,23,4,245982.0,4,2,3,9,Potential Customers
C08447,52,2,245981.0,3,1,3,7,Potential Customers
C00024,4,6,245920.5,5,3,3,11,Loyal Customers
C05162,52,6,245885.0,3,3,3,9,Potential Customers
C05682,5,7,245849.0,5,4,3,12,Loyal Customers
C01393,65,4,245844.0,3,2,3,8,Potential Customers
C13222,11,4,245808.0,5,2,3,10,Loyal Customers
C00158,14,4,245783.5,5,2,3,10,Loyal Customers
C00963,51,7,245766.0,3,4,3,10,Loyal Customers
C19463,60,3,245745.5,3,1,3,7,Potential Customers
C18220,160,6,245737.5,2,3,3,8,Potential Customers
C16212,17,6,245729.5,5,3,3,11,Loyal Customers
C04002,120,4,245707.5,2,2,3,7,Potential Customers
C14019,7,7,245693.0,5,4,3,12,Loyal Customers
C00308,57,6,245685.5,3,3,3,9,Potential Customers
C09847,199,6,245681.0,1,3,3,7,Potential Customers
C08200,35,5,245673.5,4,3,3,10,Loyal Customers
C01132,32,6,245653.0,4,3,3,10,Loyal Customers
C10146,111,5,245631.0,2,3,3,8,Potential Customers
C13828,8,7,245618.0,5,4,3,12,Loyal Customers
C05200,55,4,245606.5,3,2,3,8,Potential Customers
C13345,48,5,245590.0,3,3,3,9,Potential Customers
C02992,32,5,245578.5,4,3,3,10,Loyal Customers
C19356,79,5,245495.5,3,3,3,9,Potential Customers
C14766,29,6,245431.0,4,3,3,10,Loyal Customers
C07775,33,4,245426.0,4,2,3,9,Potential Customers
C02795,117,4,245416.5,2,2,3,7,Potential Customers
C01838,16,9,245377.0,5,5,3,13,Champions
C06789,126,3,245370.5,2,1,3,6,At Risk
C19628,105,3,245336.5,2,1,3,6,At Risk
C11384,210,4,245336.0,1,2,3,6,At Risk
C13460,2,5,245331.5,5,3,3,11,Loyal Customers
C17007,51,4,245328.5,3,2,3,8,Potential Customers
C13541,2,6,245322.0,5,3,3,11,Loyal Customers
C14420,28,6,245315.5,4,3,3,10,Loyal Customers
C05649,177,4,245307.0,2,2,3,7,Potential Customers
C13309,130,7,245276.0,2,4,3,9,Potential Customers
C18716,12,7,245269.5,5,4,3,12,Loyal Customers
C03879,10,7,245238.0,5,4,3,12,Loyal Customers
C02918,29,5,245229.5,4,3,3,10,Loyal Customers
C13394,75,5,245175.0,3,3,3,9,Potential Customers
C09778,174,4,245148.0,2,2,3,7,Potential Customers
C04726,2,6,245036.5,5,3,3,11,Loyal Customers
C07415,31,6,245016.5,4,3,3,10,Loyal Customers
C19853,1,5,244997.5,5,3,3,11,Loyal Customers
C14981,14,7,244937.5,5,4,3,12,Loyal Customers
C00139,144,4,244899.0,2,2,3,7,Potential Customers
C01849,42,7,244879.5,3,4,3,10,Loyal Customers
C14657,2,6,244876.0,5,3,3,11,Loyal Customers
C13890,1,6,244839.5,5,3,3,11,Loyal Customers
C13676,45,7,244833.5,3,4,3,10,Loyal Customers
C08612,10,4,244804.0,5,2,3,10,Loyal Customers
C09129,79,7,244744.5,3,4,3,10,Loyal Customers
C18694,83,3,244702.5,2,1,3,6,At Risk
C19074,63,4,244696.5,3,2,3,8,Potential Customers
C05035,24,4,244690.0,4,2,3,9,Potential Customers
C08397,44,3,244687.5,3,1,3,7,Potential Customers
C18292,33,3,244678.5,4,1,3,8,Potential Customers
C14010,71,5,244654.5,3,3,3,9,Potential Customers
C03633,9,5,244643.5,5,3,3,11,Loyal Customers
C05341,11,7,244619.5,5,4,3,12,Loyal Customers
C17265,1,4,244616.0,5,2,3,10,Loyal Customers
C03281,27,7,244607.5,4,4,3,11,Loyal Customers
C12482,133,6,244601.0,2,3,3,8,Potential Customers
C00058,108,4,244585.5,2,2,3,7,Potential Customers
C15063,3,3,244551.5,5,1,3,9,Potential Customers
C11555,24,7,244548.5,4,4,3,11,Loyal Customers
C19018,288,5,244522.5,1,3,3,7,Potential Customers
C09390,12,5,244510.5,5,3,3,11,Loyal Customers
C16698,224,2,244486.5,1,1,3,5,At Risk
C08563,26,7,244486.0,4,4,3,11,Loyal Customers
C11778,29,8,244463.5,4,4,3,11,Loyal Customers
C13067,18,5,244453.5,4,3,3,10,Loyal Customers
C10792,64,7,244432.0,3,4,3,10,Loyal Customers
C14744,157,6,244420.0,2,3,3,8,Potential Customers
C07186,1,6,244416.5,5,3,3,11,Loyal Customers
C12922,51,5,244360.5,3,3,3,9,Potential Customers
C10744,158,8,244349.0,2,4,3,9,Potential Customers
C03783,85,5,244317.5,2,3,3,8,Potential Customers
C07720,15,2,244315.0,5,1,3,9,Potential Customers
C00868,134,3,244308.0,2,1,3,6,At Risk
C04956,163,5,244297.0,2,3,3,8,Potential Customers
C11031,16,5,244193.5,5,3,3,11,Loyal Customers
C10825,12,5,244173.5,5,3,3,11,Loyal Customers
C05901,19,9,244155.0,4,5,3,12,Loyal Customers
C19337,14,4,244107.5,5,2,3,10,Loyal Customers
C06740,98,7,244094.5,2,4,3,9,Potential Customers
C11126,293,3,244094.0,1,1,3,5,At Risk
C04437,264,5,244083.0,1,3,3,7,Potential Customers
C03171,75,6,244079.5,3,3,3,9,Potential Customers
C11580,12,8,244071.5,5,4,3,12,Loyal Customers
C14970,75,9,244060.0,3,5,3,11,Loyal Customers
C13862,47,3,243980.0,3,1,3,7,Potential Customers
C18991,25,4,243967.5,4,2,3,9,Potential Customers
C08632,4,6,243963.5,5,3,3,11,Loyal Customers
C07322,13,6,243923.0,5,3,3,11,Loyal Customers
C11297,99,7,243906.0,2,4,3,9,Potential Customers
C05534,14,7,243902.0,5,4,3,12,Loyal Customers
C01934,67,7,243865.0,3,4,3,10,Loyal Customers
C06757,157,6,243791.5,2,3,3,8,Potential Customers
C10497,8,5,243770.5,5,3,3,11,Loyal Customers
C07736,39,7,243770.0,4,4,3,11,Loyal Customers
C17178,109,5,243740.0,2,3,3,8,Potential Customers
C18092,15,4,243722.5,5,2,3,10,Loyal Customers
C11225,148,5,243713.5,2,3,3,8,Potential Customers
C10334,33,5,243701.5,4,3,3,10,Loyal Customers
C17705,109,9,243686.5,2,5,3,10,Loyal Customers
C08965,147,4,243685.5,2,2,3,7,Potential Customers
